,Pmiss3Mag,pcmX,pcmY,pcmZ
0,0.85106825651,-0.198715130579,-0.125658920943,0.357080051107
1,0.812863002693,-0.0514115365831,0.150174030857,0.241563905274
2,0.898662775951,-0.245055643054,0.0443727262915,0.334215065238
3,0.967228657424,-0.0170265940914,0.118440087125,0.266730900315
4,0.640403235214,0.0853907168125,-0.0968714472149,0.0498414681006
5,0.649698136888,0.0607023668309,0.0587859544725,0.142671679937
6,0.243011813091,-0.349202656655,-0.130033256094,-0.225768902264
7,-0.0794637056513,0.0666096825246,-0.0203414285613,-0.25394394366
8,0.107499421286,-0.019505648511,0.132236852264,-0.0809983943891
9,0.657700339149,-0.137830008244,-0.00526205762527,0.152102401857
10,0.378148995851,0.0959967170225,0.178784422418,-0.0564432021739
11,0.733653612854,0.00882036721681,0.0917221165165,0.275294764469
12,0.631188608562,0.0542999518031,0.399228978272,0.0728846928667
13,0.937936048682,0.00320263193091,-0.216314130501,0.395541142075
14,0.511290294787,-0.0450951103453,-0.137858009663,0.113407248493
15,0.17251845327,0.155980085427,-0.127803466998,-0.141354505425
16,0.594812328279,0.20539923461,-0.0152513401978,0.338584187287
17,0.839833412209,0.058915082458,0.168563619341,0.315328714221
18,0.986771832413,-0.0457042439423,0.22344978399,0.176761716587
19,0.678955574446,0.130877240184,-0.224075411006,0.358401474978
20,0.450552512171,-0.049963336495,0.145198559821,-0.0165439149603
21,0.92689200753,0.198675912516,-0.0266298028198,0.349356519833
22,0.771507554316,0.0682610812635,0.105929428976,0.139652237786
23,0.438513990867,-0.372511734273,-0.287519325068,0.0573643984127
24,0.8132394324,0.201874098821,0.148841011604,0.0735787797598
25,0.771873220986,-0.0261588710643,-0.0722990157467,0.014777579705
26,0.198020623445,0.327159199374,0.111465573143,-0.172183425604
27,0.705463198786,0.0313376825332,-0.234011868319,0.398718505491
28,0.706636740928,0.150613378469,0.108947662701,0.176732683566
29,0.433581524642,0.308893470315,0.0315222722695,0.277266831355
30,0.477425948429,0.0518997144527,0.004183847977,-0.025528016977
31,0.111516025063,0.106556289176,0.114122309273,-0.0641201601531
32,0.989623974868,0.132583951507,-0.0280770498598,0.282357090567
33,0.561550969123,-0.175887234726,-0.108484972545,0.315953313474
34,0.291718371876,0.0125500552467,0.0717626387024,0.141785389723
35,0.934692284686,0.188638581413,-0.129985119768,-0.0454943252658
36,0.550154997757,-0.26270756842,0.00973919973583,0.285314953933
37,0.428116077299,-0.0114022457934,-0.185790229492,-0.107105629719
38,0.163560670058,0.116645033343,-0.243475424622,-0.182736714975
39,0.939725545993,-0.296618948603,0.0595031195859,0.658089765193
40,0.923741243541,-0.0271915312867,-0.0586247203438,0.386106417686
41,0.494515219973,-0.408594143942,0.224057403966,-0.062260348241
42,0.73831544888,0.0112040724924,0.0572213847059,0.318913218308
43,-0.0807294631651,0.228852601972,0.124172816342,-0.293174047816
44,0.512659160275,0.145864264556,-0.0528317364315,0.210481059938
45,0.62112169877,0.0557604888625,-0.0597282230732,0.380295808891
46,-0.256932290475,-0.0586162697613,-0.114781425381,-0.259335972158
47,0.921105118992,-0.0324740209139,-0.0716421908609,0.362984396034
48,0.711367122489,-0.001312624924,0.145462973583,0.0866431791446
49,0.337986411685,-0.220796150529,0.0611024603908,0.0328423030635
50,0.147238141591,-0.0684199229424,-0.0478449879834,-0.157087318519
51,0.66898844847,-0.0321985104925,0.0226951707451,0.102195050867
52,0.604023249683,0.0834643449417,0.149359676311,-0.103094138634
53,0.179846551083,-0.0126090847193,0.265477593464,0.110906993835
54,0.857878214776,-0.0138980586011,-0.0499502898534,-0.0980331110649
55,0.924060755271,-0.0166847678317,-0.119362130497,0.193014708715
56,0.984771370801,0.354317970457,0.119345431517,0.868461887062
57,0.653746199383,0.0782440856226,-0.158750948158,0.269410371992
58,-0.0548223463799,0.0387289795255,-0.04756537365,-0.187459937481
59,0.930599030778,-0.275310839828,-0.0530414526101,0.126598609244
60,0.493480469816,0.161316174639,-0.0572853981754,0.189693673721
61,0.124368878682,0.00788645239583,-0.168956060267,-0.162208943122
62,0.373492488073,-0.164264098269,0.214048371288,0.124676922987
63,0.4751872257,0.222734904608,-0.0307970320045,0.0440902425223
64,0.0293867930107,0.041875205149,0.253159579947,-0.199970177571
